Experiment,Depth,Fragment,Species,Date_no,Date,AVG,R,G,B,AVG.s,R.s,G.s,B.s,AVG.c,R.c,G.c,B.c,Survival,Cause,Comments
Acropora werveyi,6,8,Acropora verweyi,12,15/07/2020,33.357,17.608,44.357,38.101,154.249,80.894,174.922,207.177,55.14483076,55.50522907,64.66330707,46.89591509,80,,
Acropora werveyi,7,1,Acropora verweyi,1,18/03/2020,50.72,48.017,67.296,36.831,209.141,168.271,232.307,226.945,61.84153275,72.76556864,73.86983604,41.38405781,100,,
Acropora werveyi,7,1,Acropora verweyi,2,25/03/2020,25.211,24.602,35.864,15.161,140.223,97.745,164.068,159.037,45.84700798,64.18241342,55.74103421,24.30915447,100,,
Acropora werveyi,7,1,Acropora verweyi,3,01/04/2020,26.667,25.009,41.044,13.933,149.36,99.479,180.97,167.376,45.52815345,64.10694719,57.83400564,21.22714726,100,,
Acropora werveyi,7,1,Acropora verweyi,4,08/04/2020,27.758,35.095,38.677,9.481,140.867,101.297,164.777,156.53,50.24803538,88.34639723,59.85443964,15.445314,100,,
Acropora werveyi,7,1,Acropora verweyi,5,15/04/2020,35.659,7.777,81.715,17.489,126.081,5.59,215.418,157.187,72.12066053,354.7647585,96.72973011,28.37190735,100,,
Acropora werveyi,7,1,Acropora verweyi,6,22/04/2020,28.341,25.139,42.081,17.773,133.54,83.75,159.586,157.164,54.11827917,76.54262687,67.24057875,28.83685195,100,,
Acropora werveyi,7,1,Acropora verweyi,7,29/04/2020,23.387,25.869,40.195,4.109,130.484,95.2,164.822,131.279,45.70433923,69.29196429,62.18663164,7.981436483,100,,
Acropora werveyi,7,1,Acropora verweyi,8,06/05/2020,29.202,27.313,43.941,16.334,134.66,83.219,160.734,159.778,55.29860389,83.69260626,69.71116876,26.06848252,100,,
Acropora werveyi,7,1,Acropora verweyi,9,13/05/2020,40.453,37.827,63.86,19.712,176.651,131.662,209.665,188.391,58.39488596,73.26248272,77.66818496,26.68152937,100,,
Acropora werveyi,7,1,Acropora verweyi,10,03/06/2020,34.764,25.279,50.211,28.779,153.986,94.205,180.92,187.219,57.56899978,68.42678202,70.77053394,39.19818501,100,,
Acropora werveyi,7,1,Acropora verweyi,11,17/06/2020,27.402,14.48,38.217,29.486,163.505,99.572,188.136,202.675,42.73575732,37.08271402,51.79941638,37.09845812,100,,
Acropora werveyi,7,1,Acropora verweyi,12,15/07/2020,35.915,17.887,48.607,41.236,165.056,87.654,187.576,219.953,55.48616833,52.03624478,66.07873609,47.80648593,100,,
Acropora werveyi,7,2,Acropora verweyi,1,18/03/2020,48.57,44.103,65.733,35.857,194.638,145.075,219.513,219.031,63.63274386,77.52035154,76.35955501,41.7453922,100,,
Acropora werveyi,7,2,Acropora verweyi,2,25/03/2020,31.263,33.151,43.622,16.995,167.561,123.094,191.057,188.621,47.57709133,68.67519944,58.22142083,22.97583514,100,,
Acropora werveyi,7,2,Acropora verweyi,3,01/04/2020,29.201,27.064,43.939,16.564,166.461,116.68,197.703,184.675,44.73273019,59.14741172,56.67311573,22.87163937,100,,
Acropora werveyi,7,2,Acropora verweyi,4,08/04/2020,35.349,40.99,47.583,17.432,161.21,122.796,184.662,176.345,55.91461448,85.12044366,65.70742762,25.20717911,100,,
Acropora werveyi,7,2,Acropora verweyi,5,15/04/2020,23.71,20.787,38.126,12.206,144.209,95.179,174.263,162.785,41.92560797,55.69174923,55.7899841,19.12049636,80,,
Acropora werveyi,7,2,Acropora verweyi,6,22/04/2020,35.455,33.203,53.662,19.478,169.585,119.035,195.691,193.789,53.31264558,71.12836561,69.92559699,25.63040214,80,,
Acropora werveyi,7,2,Acropora verweyi,7,29/04/2020,23.388,25.935,42.164,2.058,168.935,132.611,201.919,172.649,35.30316394,49.8708629,53.24818368,3.039635329,70,,
Acropora werveyi,7,2,Acropora verweyi,8,06/05/2020,18.517,16.986,31.226,7.262,154.338,103.24,180.242,179.255,30.5941181,41.95495932,44.17743922,10.3305905,60,,
Acropora werveyi,7,2,Acropora verweyi,9,13/05/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,2,Acropora verweyi,10,03/06/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,2,Acropora verweyi,11,17/06/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,2,Acropora verweyi,12,15/07/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,3,Acropora verweyi,1,18/03/2020,50.192,48.204,66.656,35.703,196.718,151.688,221.329,217.283,65.06247522,81.0348874,76.7964433,41.90049383,100,,
Acropora werveyi,7,3,Acropora verweyi,2,25/03/2020,28.575,29.472,39.85,16.381,167.842,123.344,192.072,188.213,43.41359731,60.93008172,52.90594152,22.19376451,100,,
Acropora werveyi,7,3,Acropora verweyi,3,01/04/2020,22.362,20.351,35.15,11.555,149.428,98.637,181.75,167.677,38.16092031,52.61215365,49.31636864,17.57262475,100,,
Acropora werveyi,7,3,Acropora verweyi,4,08/04/2020,25.498,31.921,35.255,9.294,160.072,120.67,183.883,175.787,40.61915888,67.45549847,48.88991913,13.48205499,100,,
Acropora werveyi,7,3,Acropora verweyi,5,15/04/2020,30.884,28.813,45.892,17.923,146.711,97.441,177.208,165.098,53.67981951,75.40270523,66.03798926,27.68273995,100,,
Acropora werveyi,7,3,Acropora verweyi,6,22/04/2020,31.287,28.944,44.956,19.939,145.128,93.006,172.394,170.009,54.97343724,79.35746081,66.49755792,29.90691669,100,,
Acropora werveyi,7,3,Acropora verweyi,7,29/04/2020,29.65,32.136,49.173,7.665,158.387,120.143,192.725,162.045,47.7359253,68.20771913,65.062213,12.06192724,100,,
Acropora werveyi,7,3,Acropora verweyi,8,06/05/2020,30.667,28.237,44.309,19.428,161.966,109.359,188.757,187.67,48.28226294,65.84218034,59.85894563,26.39814568,100,,
Acropora werveyi,7,3,Acropora verweyi,9,13/05/2020,43.596,38.776,65.255,26.79,175.409,127.156,209.546,189.349,63.37747778,77.7618044,79.40989091,36.07861673,100,,
Acropora werveyi,7,3,Acropora verweyi,10,03/06/2020,40.961,30.612,56.38,35.9,160.776,99.53,187.179,195.754,64.96650619,78.42921732,76.8082958,46.76532791,100,,
Acropora werveyi,7,3,Acropora verweyi,11,17/06/2020,34.438,20.68,45.96,36.637,150.949,84.923,174.31,193.505,58.17653645,62.0962519,67.23538523,48.28007028,100,,
Acropora werveyi,7,3,Acropora verweyi,12,15/07/2020,37.462,18.526,49.091,44.749,175.81,98.096,199.266,230.19,54.33598771,48.15823275,62.8215802,49.5720709,100,,
Acropora werveyi,7,4,Acropora verweyi,1,18/03/2020,46.428,49.318,63.422,26.524,199.336,154.188,223.568,220.249,59.39288438,81.56335123,72.33866206,30.7089703,100,,
Acropora werveyi,7,4,Acropora verweyi,2,25/03/2020,26.015,27.015,37.11,13.88,129.714,85.564,153.804,149.881,51.14193533,80.51078725,61.52668331,23.61473436,100,,
Acropora werveyi,7,4,Acropora verweyi,3,01/04/2020,22.174,19.217,36.042,11.237,147.459,98.229,178.726,165.274,38.34537058,49.88684604,51.42346385,17.337482,100,,
Acropora werveyi,7,4,Acropora verweyi,4,08/04/2020,35.723,41.023,47.883,18.269,148.212,108.392,171.545,164.92,61.46172375,96.50956713,71.17762103,28.2476049,100,,
Acropora werveyi,7,4,Acropora verweyi,5,15/04/2020,24.255,20.909,37.63,14.203,132.942,86.707,162.232,149.876,46.52423613,61.49209406,59.14770206,24.16507646,100,,
Acropora werveyi,7,4,Acropora verweyi,6,22/04/2020,25.108,22.609,37.699,14.983,155.48,105.717,181.418,179.104,41.17918703,54.5351741,52.98947734,21.33210314,100,,
Acropora werveyi,7,4,Acropora verweyi,7,29/04/2020,26.452,28.866,45.763,4.74,133.427,95.376,168.144,136.537,50.55393586,77.17696276,69.40220882,8.852545464,100,,
Acropora werveyi,7,4,Acropora verweyi,8,06/05/2020,30.451,27.775,45.809,17.757,128.584,79.103,153.928,152.427,60.38857867,89.53674323,75.88804506,29.70625283,100,,
Acropora werveyi,7,4,Acropora verweyi,9,13/05/2020,49.038,49.76,72.798,24.601,198.195,156.574,228.532,210.146,63.09286309,81.04027489,81.2292808,29.85188869,100,,
Acropora werveyi,7,4,Acropora verweyi,10,03/06/2020,29.749,20.438,44.106,24.68,137.162,77.108,163.481,171.228,55.30682696,67.58948488,68.79716909,36.75450277,100,,
Acropora werveyi,7,4,Acropora verweyi,11,17/06/2020,26.551,13.934,36.8,28.893,142.339,76.989,164.953,184.905,47.56605709,46.15165803,56.888932,39.84594792,100,,
Acropora werveyi,7,4,Acropora verweyi,12,15/07/2020,35.535,18.541,48.319,39.73,162.378,84.916,185.716,216.706,55.80451169,55.67802299,66.34509143,46.7506668,100,,
Acropora werveyi,7,5,Acropora verweyi,1,18/03/2020,33.598,31.44,47.04,22.298,182.418,133.444,208.568,205.186,46.96625333,60.07913432,57.51217828,27.71139356,100,,
Acropora werveyi,7,5,Acropora verweyi,2,25/03/2020,23.986,27.843,33.469,10.624,133,87.5,159.518,152.047,45.98819549,81.14245714,53.50239471,17.81764849,100,,
Acropora werveyi,7,5,Acropora verweyi,3,01/04/2020,21.133,19.834,32.686,10.829,139.458,90.279,171.427,156.696,38.64184916,56.02266308,48.62087069,17.62262598,100,,
Acropora werveyi,7,5,Acropora verweyi,4,08/04/2020,31.105,38.634,41.105,13.546,146.458,108.237,169.539,161.936,54.15733521,91.01942959,61.82515527,21.3308344,100,,
Acropora werveyi,7,5,Acropora verweyi,5,15/04/2020,21.734,18.273,33.802,13.078,125.929,80.202,155.044,142.48,44.01027563,58.09848882,55.59396042,23.4060219,100,,
Acropora werveyi,7,5,Acropora verweyi,6,22/04/2020,32.5,32.922,45.771,18.788,156.64,105.722,182.833,181.196,52.90794178,79.40740811,63.83751839,26.4406499,100,,
Acropora werveyi,7,5,Acropora verweyi,7,29/04/2020,24.796,29.034,41.474,3.883,133.297,96.419,167.649,135.629,47.43527611,76.78642176,63.0834064,7.300540445,100,,
Acropora werveyi,7,5,Acropora verweyi,8,06/05/2020,27.91,23.488,41.238,18.964,137.938,90.663,163.395,159.662,51.5960069,66.06267165,64.35747728,30.2878581,100,,
Acropora werveyi,7,5,Acropora verweyi,9,13/05/2020,46.954,46.845,69.38,24.681,186.423,141.963,217.974,199.56,64.22635619,84.14498848,81.16518484,31.53765785,100,,
Acropora werveyi,7,5,Acropora verweyi,10,03/06/2020,34.588,24.892,48.643,30.211,146.258,86.601,172.253,179.965,60.30398337,73.29545848,72.01015367,42.8072403,100,,
Acropora werveyi,7,5,Acropora verweyi,11,17/06/2020,26.856,12.855,36.131,31.576,136.821,71.851,158.318,180.145,50.05284277,45.62253831,58.1955621,44.69666102,100,,
Acropora werveyi,7,5,Acropora verweyi,12,15/07/2020,33.167,14.345,44.966,40.159,145.415,66.403,167.706,201.889,58.16170959,55.08749605,68.37161461,50.72364022,100,,
Acropora werveyi,7,6,Acropora verweyi,1,18/03/2020,41.647,39.855,56.665,28.407,186.555,139.316,210.848,209.704,56.92683123,72.94944586,68.53076624,34.54290333,100,,
Acropora werveyi,7,6,Acropora verweyi,2,25/03/2020,21.813,23.182,30.703,11.512,127.83,83.975,152.353,147.412,43.51337714,70.39487943,51.38897823,19.91398258,100,,
Acropora werveyi,7,6,Acropora verweyi,3,01/04/2020,20.869,19.857,33.242,9.478,139.053,89.47,170.695,156.837,38.27026386,56.59478037,49.65997832,15.41020295,100,,
Acropora werveyi,7,6,Acropora verweyi,4,08/04/2020,27.47,34.3,37.404,10.686,143.239,104.91,167.128,157.56,48.90323166,83.37146125,57.07014983,17.29455446,100,,
Acropora werveyi,7,6,Acropora verweyi,5,15/04/2020,27.698,26.663,42.499,13.943,136.855,90.02,166.172,154.229,51.60929451,75.52838258,65.21703416,23.05315472,100,,
Acropora werveyi,7,6,Acropora verweyi,6,22/04/2020,29.852,29.792,43.096,16.67,150.886,101.196,176.964,174.323,50.45040627,75.07174197,62.10008815,24.38490618,100,,
Acropora werveyi,7,6,Acropora verweyi,7,29/04/2020,30.681,34.203,50.106,7.748,140.338,102.798,174.812,143.225,55.74865681,84.84372264,73.09011967,13.79465875,100,,
Acropora werveyi,7,6,Acropora verweyi,8,06/05/2020,36.981,28.554,52.482,29.882,128.71,80.375,155.156,150.641,73.2666848,90.59122862,86.25454381,50.58324095,100,,
Acropora werveyi,7,6,Acropora verweyi,9,13/05/2020,40.178,40.544,61.412,18.577,181.722,139.235,212.937,193.453,56.37946974,74.25374367,73.54316065,24.48726564,100,,
Acropora werveyi,7,6,Acropora verweyi,10,03/06/2020,34.978,25.056,49.053,30.806,140.007,80.784,166.296,173.247,63.70674323,79.09090909,75.21837567,45.34294966,100,,
Acropora werveyi,7,6,Acropora verweyi,11,17/06/2020,43.065,26.103,56.414,46.623,161.246,97.006,184.914,201.811,68.10448011,68.61704431,77.79600247,58.91088692,100,,
Acropora werveyi,7,6,Acropora verweyi,12,15/07/2020,38.943,19.26,51.428,46.129,164.568,88.326,187.212,218.314,60.34262433,55.60423884,70.0496763,53.88062607,100,,
Acropora werveyi,7,7,Acropora verweyi,1,18/03/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,7,7,Acropora verweyi,2,25/03/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,7,7,Acropora verweyi,3,01/04/2020,,,,,,,,,,,,,0,Missing,
Acropora werveyi,7,7,Acropora verweyi,4,08/04/2020,,,,,,,,,,,,,0,Missing,Appears(survival 40)
Acropora werveyi,7,7,Acropora verweyi,5,15/04/2020,,,,,,,,,,,,,0,Missing,Appears(survival 40)
Acropora werveyi,7,7,Acropora verweyi,6,22/04/2020,,,,,,,,,,,,,0,Missing,Appears(survival 40)
Acropora werveyi,7,7,Acropora verweyi,7,29/04/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,7,Acropora verweyi,8,06/05/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,7,Acropora verweyi,9,13/05/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,7,Acropora verweyi,10,03/06/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,7,Acropora verweyi,11,17/06/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,7,Acropora verweyi,12,15/07/2020,,,,,,,,,,,,,0,Missing,Appears(survival 0)
Acropora werveyi,7,8,Acropora verweyi,1,18/03/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,2,25/03/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,3,01/04/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,4,08/04/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,5,15/04/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,6,22/04/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,7,29/04/2020,,,,,,,,,,,,,0,Dead,
Acropora werveyi,7,8,Acropora verweyi,8,06/05/2020,,,,,,,,,,,,,0,Dead,missing but dead before
Acropora werveyi,7,8,Acropora verweyi,9,13/05/2020,,,,,,,,,,,,,0,Dead,missing but dead before
Acropora werveyi,7,8,Acropora verweyi,10,03/06/2020,,,,,,,,,,,,,0,Dead,missing but dead before
Acropora werveyi,7,8,Acropora verweyi,11,17/06/2020,,,,,,,,,,,,,0,Dead,missing but dead before
Acropora werveyi,7,8,Acropora verweyi,12,15/07/2020,,,,,,,,,,,,,0,Dead,missing but dead before
Acropora werveyi,8,1,Acropora verweyi,1,18/03/2020,39.522,34.89,59.77,23.921,187.989,136.67,217.316,209.8,53.61010485,65.09804639,70.13450459,29.07461868,90,,
Acropora werveyi,8,1,Acropora verweyi,2,25/03/2020,18.079,15.484,29.922,8.804,139.83,90.635,170.393,158.084,32.96964171,43.56396536,44.77948038,14.20143721,90,,
Acropora werveyi,8,1,Acropora verweyi,3,01/04/2020,14.903,13.244,26.472,4.963,110.481,62.1,144.778,124.433,34.39745296,54.38357488,46.62559229,10.17065409,90,,
Acropora werveyi,8,1,Acropora verweyi,4,08/04/2020,15.837,15.35,26.497,5.612,130.375,86.024,160.331,145.042,30.97553212,45.5018367,42.14241164,9.866521421,90,,
Acropora werveyi,8,1,Acropora verweyi,5,15/04/2020,21.786,20.515,37.619,7.207,160.807,111.403,194.603,176.684,34.54719011,46.95856485,49.29443534,10.40153608,90,,
Acropora werveyi,8,1,Acropora verweyi,6,22/04/2020,24.088,20.97,41.772,9.482,138.199,82.951,169.902,162.13,44.44634187,64.46396065,62.69414133,14.91340282,90,,
Acropora werveyi,8,1,Acropora verweyi,7,29/04/2020,18.56,18.887,34.717,2.07,132.883,91.678,170.534,136.023,35.61629403,52.53370492,51.91243388,3.880593723,90,,
Acropora werveyi,8,1,Acropora verweyi,8,06/05/2020,15.93,11.536,25.86,10.36,145.312,93.277,172.815,169.931,27.95467683,31.53703485,38.15814599,15.54630997,90,,
Acropora werveyi,8,1,Acropora verweyi,9,13/05/2020,30.538,23.514,55.723,12.402,166.644,115.112,202.12,182.668,46.72949521,52.08900897,70.30162775,17.31288458,90,,
Acropora werveyi,8,1,Acropora verweyi,10,03/06/2020,28.095,20.012,47.025,17.258,167.699,104.597,196.979,201.513,42.72073775,48.78782374,60.87641322,21.83873993,90,,some polychete on it 
Acropora werveyi,8,1,Acropora verweyi,11,17/06/2020,13.989,7.013,20.399,14.657,145.072,79.144,170.63,185.236,24.58913505,22.59571161,30.48552423,20.17715239,90,,some polychete on it 
Acropora werveyi,8,1,Acropora verweyi,12,15/07/2020,27.141,0.131,40.101,41.207,145.753,15.373,191.18,230.821,47.48413412,2.172965589,53.48757715,45.52352256,90,,some polychete on it 
Acropora werveyi,8,2,Acropora verweyi,1,18/03/2020,51.955,43.575,73.214,39.096,202.741,150.628,231.972,225.747,65.34704377,73.76865523,80.48199783,44.16218156,80,,
Acropora werveyi,8,2,Acropora verweyi,2,25/03/2020,27.251,18.137,43.573,20.015,132.572,83.605,163.02,150.738,52.41683764,55.31888045,68.15798675,33.85891414,80,,
Acropora werveyi,8,2,Acropora verweyi,3,01/04/2020,29.447,26.833,48.693,12.822,175.199,122.104,209.776,193.75,42.85974806,56.0375991,59.19035066,16.87540645,80,,
Acropora werveyi,8,2,Acropora verweyi,4,08/04/2020,19.925,16.226,34.565,8.928,119.454,76.447,147.772,134.32,42.53415541,54.12416445,59.64644858,16.94937463,80,,
Acropora werveyi,8,2,Acropora verweyi,5,15/04/2020,21.023,17.084,36.711,9.245,129.749,81.369,163.845,144.005,41.31719705,53.53906279,57.13512771,16.37078574,80,,
Acropora werveyi,8,2,Acropora verweyi,6,22/04/2020,28.787,22.65,47.898,15.822,162.069,106.875,192.724,186.893,45.29357866,54.04210526,63.3755526,21.58780693,80,,
Acropora werveyi,8,2,Acropora verweyi,7,29/04/2020,17.796,15.091,33.799,4.48,117.452,78.918,153.737,119.402,38.63688996,48.76206949,56.06161822,9.567678933,80,,
Acropora werveyi,8,2,Acropora verweyi,8,06/05/2020,17.464,11.107,29.284,11.95,136.379,83.4,164.235,161.604,32.65400098,33.9602518,45.46789661,18.85627831,80,,
Acropora werveyi,8,2,Acropora verweyi,9,13/05/2020,11.631,7.543,21.644,5.623,130.985,81.812,166.642,144.512,22.6430889,23.51079304,33.12022179,9.922117194,80,,
Acropora werveyi,8,2,Acropora verweyi,10,03/06/2020,20.586,11.324,33.799,16.653,145.372,82.479,174.522,179.07,36.11032386,35.01036628,49.38486265,23.71427375,80,,
Acropora werveyi,8,2,Acropora verweyi,11,17/06/2020,22.867,8.732,33.737,26.139,166.835,98.426,193.683,208.087,34.95120928,22.622681,44.41760506,32.03201065,80,,
Acropora werveyi,8,2,Acropora verweyi,12,15/07/2020,31.952,0.036,46.275,49.54,149.715,18.923,194.254,235.879,54.42180142,0.485123923,60.74585337,53.55584855,80,,
Acropora werveyi,8,3,Acropora verweyi,1,18/03/2020,40.209,36.884,59.218,24.528,209.48,161.811,236.529,230.348,48.94641493,58.12596177,63.84244638,27.15300328,80,,
Acropora werveyi,8,3,Acropora verweyi,2,25/03/2020,29.439,22.487,46.509,19.295,167.842,117.536,198.446,187.073,44.72626041,48.78662708,59.76333612,26.30109636,80,,
Acropora werveyi,8,3,Acropora verweyi,3,01/04/2020,21.041,17.826,37.027,8.248,136.697,85.465,171.043,153.712,39.25071509,53.18703563,55.20182059,13.68299157,80,,
Acropora werveyi,8,3,Acropora verweyi,4,08/04/2020,22.68,20.785,36.796,10.398,147.549,104.044,177.45,161.399,39.19647033,50.94166891,52.87675402,16.4281687,80,,
Acropora werveyi,8,3,Acropora verweyi,5,15/04/2020,21.469,18.485,37.353,8.535,153.384,103.012,187.972,169.26,35.69208653,45.75850386,50.67252038,12.85847217,80,,
Acropora werveyi,8,3,Acropora verweyi,6,22/04/2020,42.986,37.052,64.222,27.683,154.806,99.209,186.315,179.253,70.80752684,95.2359161,87.89743177,39.38101454,70,,
Acropora werveyi,8,3,Acropora verweyi,7,29/04/2020,22.583,20.204,42.411,5.133,148.448,105.648,186.203,153.313,38.79247279,48.76590186,58.08072373,8.537534325,70,,
Acropora werveyi,8,3,Acropora verweyi,8,06/05/2020,18.468,13.144,30.065,12.161,123.32,71.547,151.162,147.346,38.18796627,46.84640865,50.7176076,21.04607522,70,,
Acropora werveyi,8,3,Acropora verweyi,9,13/05/2020,16.786,11.075,31.034,8.232,160.074,108.053,196.611,175.431,26.7403201,26.13647932,40.25039291,11.96573012,70,,
Acropora werveyi,8,3,Acropora verweyi,10,03/06/2020,32.484,20.487,48.677,28.301,171.29,107.633,200.851,205.337,48.35904022,48.53701932,61.80021508,35.14590649,70,,
Acropora werveyi,8,3,Acropora verweyi,11,17/06/2020,43.818,23.036,59.003,49.37,192.067,126.658,218.289,230.863,58.17548043,46.37827851,68.9258964,54.53169196,70,,
Acropora werveyi,8,3,Acropora verweyi,12,15/07/2020,36.571,1.922,53.05,54.745,178.273,63.217,217.406,254.224,52.31080983,7.752819653,62.2234437,54.91210507,70,,
Acropora werveyi,8,4,Acropora verweyi,1,18/03/2020,38.742,32.417,56.55,27.256,189.375,135.965,219.234,213.06,52.16744554,60.79752142,65.77560962,32.62123346,90,,
Acropora werveyi,8,4,Acropora verweyi,2,25/03/2020,17.879,14.509,28.361,10.741,136.179,87.343,166.556,154.258,33.47906065,42.35937625,43.42116165,17.75567556,90,,
Acropora werveyi,8,4,Acropora verweyi,3,01/04/2020,17.089,14.409,29.501,7.336,117.428,68.217,151.264,132.908,37.1095054,53.86186728,49.73261979,14.07499925,90,,
Acropora werveyi,8,4,Acropora verweyi,4,08/04/2020,19.28,17.283,32.044,8.461,121.12,78.346,151.367,133.88,40.59114927,56.25258469,53.98283642,16.11558859,90,,
Acropora werveyi,8,4,Acropora verweyi,5,15/04/2020,16.195,13.73,28.715,6.112,118.838,71.462,152.515,132.43,34.75087935,48.9931712,48.01052356,11.76893453,90,,
